id,title,grade,subject,volume,collection_or_program,publisher_or_imprint,publication_year_or_era,date_confidence,local_file,image_url,page_url,source_name,source_caption_or_note,rights_note
2024-chan-troi-hoat-dong-trai-nghiem-5-ban-2-loigiaihay,"Hoạt động trải nghiệm 5, bản 2",5,Hoạt động trải nghiệm,bản 2,2018 GDPT / 2024 Grade 5 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-hoat-dong-trai-nghiem-5-ban-2-loigiaihay.png,https://img.loigiaihay.com/picture/article/2024/1021/screenshot-51-0.png,https://loigiaihay.com/sgk-hoat-dong-trai-nghiem-5-pdf-hoat-dong-trai-nghiem-5-chan-troi-sang-tao-ban-2-a175503.html,Loigiaihay,Page title identifies the Grade 5 Chân trời sáng tạo textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-lich-su-dia-li-5-loigiaihay,Lịch sử và Địa lí 5,5,Lịch sử và Địa lí,single volume,2018 GDPT / 2024 Grade 5 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-lich-su-dia-li-5-loigiaihay.png,https://img.loigiaihay.com/picture/article/2024/1021/screenshot-54-0.png,https://loigiaihay.com/sgk-lich-su-va-dia-li-5-pdf-lich-su-va-dia-li-5-chan-troi-sang-tao-a175510.html,Loigiaihay,Page title identifies the Grade 5 Chân trời sáng tạo textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-mi-thuat-5-ban-1-loigiaihay,"Mĩ thuật 5, bản 1",5,Mĩ thuật,bản 1,2018 GDPT / 2024 Grade 5 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-mi-thuat-5-ban-1-loigiaihay.png,https://img.loigiaihay.com/picture/article/2024/1021/screenshot-56-0.png,https://loigiaihay.com/sgk-mi-thuat-5-pdf-mi-thuat-5-chan-troi-sang-tao-ban-1-a175512.html,Loigiaihay,Page title identifies the Grade 5 Chân trời sáng tạo textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-mi-thuat-5-ban-2-loigiaihay,"Mĩ thuật 5, bản 2",5,Mĩ thuật,bản 2,2018 GDPT / 2024 Grade 5 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-mi-thuat-5-ban-2-loigiaihay.png,https://img.loigiaihay.com/picture/article/2024/1021/screenshot-57-0.png,https://loigiaihay.com/sgk-mi-thuat-5-pdf-mi-thuat-5-chan-troi-sang-tao-ban-2-a175513.html,Loigiaihay,Page title identifies the Grade 5 Chân trời sáng tạo textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-tin-hoc-5-loigiaihay,Tin học 5,5,Tin học,single volume,2018 GDPT / 2024 Grade 5 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-tin-hoc-5-loigiaihay.png,https://img.loigiaihay.com/picture/article/2024/1021/screenshot-59-0.png,https://loigiaihay.com/sgk-tin-hoc-5-pdf-tin-hoc-5-chan-troi-sang-tao-a175516.html,Loigiaihay,Page title identifies the Grade 5 Chân trời sáng tạo textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2020-ket-noi-toan-1-tap-1-loigiaihay,"Toán 1, tập một",1,Toán,tập một,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020+,curriculum-era,images/2020-ket-noi-toan-1-tap-1-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0123/20_6.png,https://loigiaihay.com/sgk-toan-1-tap-1-pdf-toan-1-tap-1-ket-noi-tri-thuc-a155403.html,Loigiaihay,Page title identifies the Grade 1 Kết nối tri thức textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2020-ket-noi-toan-1-tap-2-loigiaihay,"Toán 1, tập hai",1,Toán,tập hai,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020+,curriculum-era,images/2020-ket-noi-toan-1-tap-2-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0123/20_7.png,https://loigiaihay.com/sgk-toan-1-tap-2-pdf-toan-1-tap-2-ket-noi-tri-thuc-a155404.html,Loigiaihay,Page title identifies the Grade 1 Kết nối tri thức textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2020-ket-noi-am-nhac-1-loigiaihay,Âm nhạc 1,1,Âm nhạc,single volume,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020+,curriculum-era,images/2020-ket-noi-am-nhac-1-loigiaihay.png,https://img.loigiaihay.com/picture/article/2024/1106/screenshot-97-0.png,https://loigiaihay.com/sgk-am-nhac-1-pdf-am-nhac-1-ket-noi-tri-thuc-a176802.html,Loigiaihay,Page title identifies the Grade 1 Kết nối tri thức textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2020-ket-noi-mi-thuat-1-loigiaihay,Mĩ thuật 1,1,Mĩ thuật,single volume,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020+,curriculum-era,images/2020-ket-noi-mi-thuat-1-loigiaihay.png,https://img.loigiaihay.com/picture/article/2024/1106/screenshot-104-0.png,https://loigiaihay.com/sgk-mi-thuat-1-pdf-mi-thuat-1-ket-noi-tri-thuc-a176805.html,Loigiaihay,Page title identifies the Grade 1 Kết nối tri thức textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2020-ket-noi-hoat-dong-trai-nghiem-1-loigiaihay,Hoạt động trải nghiệm 1,1,Hoạt động trải nghiệm,single volume,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020+,curriculum-era,images/2020-ket-noi-hoat-dong-trai-nghiem-1-loigiaihay.png,https://img.loigiaihay.com/picture/article/2024/1106/screenshot-117-0.png,https://loigiaihay.com/sgk-hoat-dong-trai-nghiem-1-pdf-hoat-dong-trai-nghiem-1-ket-noi-tri-thuc-a176819.html,Loigiaihay,Page title identifies the Grade 1 Kết nối tri thức textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2021-ket-noi-tieng-anh-2-global-success-loigiaihay,Tiếng Anh 2 - Global Success,2,Tiếng Anh,Global Success,2018 GDPT / 2021 Grade 2 curriculum,Kết nối tri thức với cuộc sống / Global Success,2021+,curriculum-era,images/2021-ket-noi-tieng-anh-2-global-success-loigiaihay.png,https://img.loigiaihay.com/picture/2024/0123/screen-shot-2024-01-23-at-163201.png,https://loigiaihay.com/sgk-tieng-anh-2-pdf-tieng-anh-2-global-success-a155431.html,Loigiaihay,Page title identifies the Grade 2 Global Success textbook; cover image on detail page.,Use as research reference; clear reuse rights not established.
2023-ket-noi-tieng-viet-4-tap-1-tieuhoctrungphung,"Tiếng Việt 4, tập một",4,Tiếng Việt,tập một,2018 GDPT / 2023 Grade 4 curriculum,Kết nối tri thức với cuộc sống,2023+,curriculum-era,images/2023-ket-noi-tieng-viet-4-tap-1-tieuhoctrungphung.png,https://tieuhoctrungphung.edu.vn/upload/27035/20230814/Picture3_4a4bf.png,https://tieuhoctrungphung.edu.vn/thu-vien/sgk-tieng-viet-lop-4-tap-1-kntt.html,Trường Tiểu học Trung Phụng,Page title identifies SGK Tiếng Việt lớp 4 - Tập 1 - KNTT; og:image is a portrait cover thumbnail and page links the textbook PDF.,Use as research reference; clear reuse rights not established.
2023-ket-noi-tieng-viet-4-tap-2-tieuhoctrungphung,"Tiếng Việt 4, tập hai",4,Tiếng Việt,tập hai,2018 GDPT / 2023 Grade 4 curriculum,Kết nối tri thức với cuộc sống,2023+,curriculum-era,images/2023-ket-noi-tieng-viet-4-tap-2-tieuhoctrungphung.png,https://tieuhoctrungphung.edu.vn/upload/27035/20230814/Picture4_f4b8e.png,https://tieuhoctrungphung.edu.vn/thu-vien/sgk-tieng-viet-lop-4-tap-2-kntt.html,Trường Tiểu học Trung Phụng,Page title identifies SGK Tiếng Việt lớp 4 - Tập 2 - KNTT; og:image is a portrait cover thumbnail and page links the textbook PDF.,Use as research reference; clear reuse rights not established.
2023-ket-noi-khoa-hoc-4-tieuhoctrungphung,Khoa học 4,4,Khoa học,single volume,2018 GDPT / 2023 Grade 4 curriculum,Kết nối tri thức với cuộc sống,2023+,curriculum-era,images/2023-ket-noi-khoa-hoc-4-tieuhoctrungphung.png,https://tieuhoctrungphung.edu.vn/upload/27035/20230814/Picture6_7e781.png,https://tieuhoctrungphung.edu.vn/thu-vien/sgk-khoa-hoc-4-bo-sach-ket-noi-tri-thuc.html,Trường Tiểu học Trung Phụng,Page title identifies SGK Khoa học 4 - Bộ sách kết nối tri thức; og:image is a portrait cover thumbnail and page links the textbook PDF.,Use as research reference; clear reuse rights not established.
2023-chan-troi-tieng-viet-4-tap-1-baikiemtra,"Tiếng Việt 4, tập một",4,Tiếng Việt,tập một,2018 GDPT / 2023 Grade 4 curriculum,Chân trời sáng tạo,2023,source-stated,images/2023-chan-troi-tieng-viet-4-tap-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-4-tap-1-chan-troi-sang-tao/tieng-viet-lop-4-tap-1-ctst-0.jpg,https://sach.baikiemtra.com/lop-4-ctst/tieng-viet-4-tap-1-chan-troi-sang-tao.html,Sach Baikiemtra,Page title identifies Tiếng Việt 4 tập 1 Chân trời sáng tạo; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2023; home image is the cover.,Use as research reference; clear reuse rights not established.
2022-chan-troi-tieng-viet-4-tap-2-baikiemtra,"Tiếng Việt 4, tập hai",4,Tiếng Việt,tập hai,2018 GDPT / 2023 Grade 4 curriculum,Chân trời sáng tạo,2022,source-stated,images/2022-chan-troi-tieng-viet-4-tap-2-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-4-tap-2-chan-troi-sang-tao/tieng-viet-lop-4-tap-2-chan-troi-sang-tao.jpg,https://sach.baikiemtra.com/lop-4-ctst/tieng-viet-4-tap-2-chan-troi-sang-tao.html,Sach Baikiemtra,Page title identifies Tiếng Việt 4 tập 2 Chân trời sáng tạo; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2022; home image is the cover.,Use as research reference; clear reuse rights not established.
2023-chan-troi-khoa-hoc-4-baikiemtra,Khoa học 4,4,Khoa học,single volume,2018 GDPT / 2023 Grade 4 curriculum,Chân trời sáng tạo,2023,source-stated,images/2023-chan-troi-khoa-hoc-4-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/khoa-hoc-4-chan-troi-sang-tao/khoahoc4-ctst-0.jpg,https://sach.baikiemtra.com/lop-4-ctst/khoa-hoc-4-chan-troi-sang-tao.html,Sach Baikiemtra,Page title identifies Khoa học 4 Chân trời sáng tạo; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2023; home image is the cover.,Use as research reference; clear reuse rights not established.
2022-chan-troi-tieng-viet-2-tap-1-baikiemtra,"Tiếng Việt 2, tập một",2,Tiếng Việt,tập một,2018 GDPT / 2021 Grade 2 curriculum,Chân trời sáng tạo,2022,source-stated,images/2022-chan-troi-tieng-viet-2-tap-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-2-tap-1-chan-troi-sang-tao/tieng-viet-2-tap-1-ctst-0.jpg,https://sach.baikiemtra.com/lop-2-ctst/tieng-viet-2-tap-1-chan-troi-sang-tao.html,Sach Baikiemtra,Page title identifies Tiếng Việt 2 Tập 1 - Chân trời sáng tạo; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2022; home image is the cover.,Use as research reference; clear reuse rights not established.
2022-chan-troi-tieng-viet-2-tap-2-baikiemtra,"Tiếng Việt 2, tập hai",2,Tiếng Việt,tập hai,2018 GDPT / 2021 Grade 2 curriculum,Chân trời sáng tạo,2022,source-stated,images/2022-chan-troi-tieng-viet-2-tap-2-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-2-tap-2-chan-troi-sang-tao/tieng-viet-2-tap-2-ctst-0.jpg,https://sach.baikiemtra.com/lop-2-ctst/tieng-viet-2-tap-2-chan-troi-sang-tao.html,Sach Baikiemtra,Page title identifies Tiếng Việt 2 Tập 2 Chân trời sáng tạo; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2022; home image is the cover.,Use as research reference; clear reuse rights not established.
2021-canh-dieu-toan-1-baikiemtra,Toán 1,1,Toán,single volume,2018 GDPT / 2020 Grade 1 curriculum,Cánh Diều,2021,source-stated,images/2021-canh-dieu-toan-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/toan-1-canh-dieu/toan-1-canh-dieu-0.jpg,https://sach.baikiemtra.com/lop-1/toan-1-canh-dieu.html,Sach Baikiemtra,Page title identifies Toán 1 Cánh diều; page states Nhà xuất bản Đại học sư phạm and Xuất bản năm 2021; home image is the cover.,Use as research reference; clear reuse rights not established.
2020-canh-dieu-tieng-viet-1-tap-2-baikiemtra,"Tiếng Việt 1, tập hai",1,Tiếng Việt,tập hai,2018 GDPT / 2020 Grade 1 curriculum,Cánh Diều,2020,source-stated,images/2020-canh-dieu-tieng-viet-1-tap-2-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-1-tap-2-canh-dieu/tieng-viet-1-tap-2-canh-dieu-0.jpg,https://sach.baikiemtra.com/lop-1/tieng-viet-1-tap-2-canh-dieu.html,Sach Baikiemtra,Page title identifies Tiếng Việt 1 Tập 2 - Cánh diều; page states Nhà xuất bản Đại học sư phạm and Xuất bản năm 2020; home image is the cover.,Use as research reference; clear reuse rights not established.
2021-canh-dieu-tu-nhien-xa-hoi-1-hieusach24h,Tự nhiên và Xã hội 1,1,Tự nhiên và Xã hội,single volume,2018 GDPT / 2020 Grade 1 curriculum,Cánh Diều,2021,source-page-era,images/2021-canh-dieu-tu-nhien-xa-hoi-1-hieusach24h.jpg,https://hieusach24h.com/wp-content/uploads/2021/09/Tu-nhien-va-xa-hoi-1-canh-dieu.jpg,https://hieusach24h.com/sach/tu-nhien-va-xa-hoi-1-canh-dieu/,HieuSach24h,Product page title identifies Tự nhiên và Xã hội 1 Cánh diều; main product image is the cover.,Use as research reference; clear reuse rights not established.
2022-chan-troi-toan-1-baikiemtra,Toán 1,1,Toán,single volume,2018 GDPT / 2020 Grade 1 curriculum,Chân trời sáng tạo,2022,source-stated,images/2022-chan-troi-toan-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/toan-1-chan-troi-sang-tao/toan-1-ctst-0.jpg,https://sach.baikiemtra.com/lop-1-ctst/toan-1-chan-troi-sang-tao.html,Sach Baikiemtra,Page title identifies Toán 1 Chân trời sáng tạo; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2022; home image is the cover.,Use as research reference; clear reuse rights not established.
2020-chan-troi-tieng-viet-1-tap-1-baikiemtra,"Tiếng Việt 1, tập một",1,Tiếng Việt,tập một,2018 GDPT / 2020 Grade 1 curriculum,Chân trời sáng tạo,2020,source-stated,images/2020-chan-troi-tieng-viet-1-tap-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-1-tap-1-chan-troi-sang-tao/tieng-viet-1-tap-1-ctst-0.jpg,https://sach.baikiemtra.com/lop-1-ctst/tieng-viet-1-tap-1-chan-troi-sang-tao.html,Sach Baikiemtra,Page title identifies Tiếng Việt 1 Tập 1 - Chân trời sáng tạo; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2020; home image is the cover.,Use as research reference; clear reuse rights not established.
2022-chan-troi-tieng-viet-1-tap-2-baikiemtra,"Tiếng Việt 1, tập hai",1,Tiếng Việt,tập hai,2018 GDPT / 2020 Grade 1 curriculum,Chân trời sáng tạo,2022,source-stated,images/2022-chan-troi-tieng-viet-1-tap-2-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-1-tap-2-chan-troi-sang-tao/tieng-viet-1-tap-2-ctst-0.jpg,https://sach.baikiemtra.com/lop-1-ctst/tieng-viet-1-tap-2-chan-troi-sang-tao.html,Sach Baikiemtra,Page title identifies Tiếng Việt 1 Tập 2 Chân trời sáng tạo; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2022; home image is the cover.,Use as research reference; clear reuse rights not established.
2020-ket-noi-tieng-viet-1-tap-1-baikiemtra,"Tiếng Việt 1, tập một",1,Tiếng Việt,tập một,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020,source-stated,images/2020-ket-noi-tieng-viet-1-tap-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-1-tap-1-ket-noi-tri-thuc/tieng-viet-1-tap-1-kntt-0.jpg,https://sach.baikiemtra.com/lop-1-kntt/tieng-viet-1-tap-1-ket-noi-tri-thuc.html,Sach Baikiemtra,Page title identifies Tiếng Việt 1 Tập 1 Kết nối tri thức; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2020; home image is the cover.,Use as research reference; clear reuse rights not established.
2020-ket-noi-tieng-viet-1-tap-2-baikiemtra,"Tiếng Việt 1, tập hai",1,Tiếng Việt,tập hai,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020,source-stated,images/2020-ket-noi-tieng-viet-1-tap-2-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tieng-viet-1-tap-2-ket-noi-tri-thuc/tieng-viet-1-tap-2-kntt-0.jpg,https://sach.baikiemtra.com/lop-1-kntt/tieng-viet-1-tap-2-ket-noi-tri-thuc.html,Sach Baikiemtra,Page title identifies Tiếng Việt 1 Tập 2 Kết nối tri thức; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2020; home image is the cover.,Use as research reference; clear reuse rights not established.
2020-ket-noi-tu-nhien-xa-hoi-1-baikiemtra,Tự nhiên và Xã hội 1,1,Tự nhiên và Xã hội,single volume,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020,source-stated,images/2020-ket-noi-tu-nhien-xa-hoi-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/tu-nhien-va-xa-hoi-1-ket-noi-tri-thuc/tu-nhien-va-xa-hoi-1-kntt-0.jpg,https://sach.baikiemtra.com/lop-1-kntt/tu-nhien-va-xa-hoi-1-ket-noi-tri-thuc.html,Sach Baikiemtra,Page title identifies Tự nhiên và xã hội 1 Kết nối tri thức; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2020; home image is the cover.,Use as research reference; clear reuse rights not established.
2020-ket-noi-dao-duc-1-baikiemtra,Đạo đức 1,1,Đạo đức,single volume,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020,source-stated,images/2020-ket-noi-dao-duc-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/dao-duc-1-ket-noi-tri-thuc/dao-duc-1-kntt-0.jpg,https://sach.baikiemtra.com/lop-1-kntt/dao-duc-1-ket-noi-tri-thuc.html,Sach Baikiemtra,Page title identifies Đạo đức 1 Kết nối tri thức; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2020; home image is the cover.,Use as research reference; clear reuse rights not established.
2020-ket-noi-giao-duc-the-chat-1-baikiemtra,Giáo dục thể chất 1,1,Giáo dục thể chất,single volume,2018 GDPT / 2020 Grade 1 curriculum,Kết nối tri thức với cuộc sống,2020,source-stated,images/2020-ket-noi-giao-duc-the-chat-1-baikiemtra.jpg,https://sach.baikiemtra.com/uploads/book/giao-duc-the-chat-1-ket-noi-tri-thuc/giao-duc-the-chat-1-kntt-0.jpg,https://sach.baikiemtra.com/lop-1-kntt/giao-duc-the-chat-1-ket-noi-tri-thuc.html,Sach Baikiemtra,Page title identifies Giáo dục thể chất 1 Kết nối tri thức; page states Nhà xuất bản Giáo dục Việt Nam and Xuất bản năm 2020; home image is the cover.,Use as research reference; clear reuse rights not established.
2023-canh-dieu-lich-su-dia-li-8-ebook365,Lịch sử và Địa lí 8,8,Lịch sử và Địa lí,single volume,2018 GDPT / 2023 Grade 8 curriculum,Cánh Diều,2023+,curriculum-era,images/2023-canh-dieu-lich-su-dia-li-8-ebook365.jpg,https://static-xuatban.ebook365.vn/img.book/0/0/0/1/997.jpg?v=1&time=1782006835,https://ebook365.vn/lich-su-va-dia-li-8-b997.html,Ebook365,"Ebook365 detail page identifies the title, authors, and says the book belongs to the Cánh Diều textbook set; direct book image is a 500x750 JPEG cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-lich-su-dia-li-9-sobee,Lịch sử và Địa lí 9,9,Lịch sử và Địa lí,single volume,2018 GDPT / 2024 Grade 9 curriculum,Kết nối tri thức với cuộc sống,2023,source-stated,images/2024-ket-noi-lich-su-dia-li-9-sobee.jpg,https://sobee.vn/site/wp-content/uploads/2026/05/page-000-1778037448513-scaled.jpg,https://sobee.vn/san-pham/lich-su-va-dia-li-9-ket-noi-tri-thuc-voi-cuoc-song/,Sobee,"Sobee product page identifies the Grade 9 Kết nối tri thức title, authors, NXB Giáo dục Việt Nam, and 2023 publication year; product image is a full-size 1823x2560 JPEG cover.",Use as research reference; clear reuse rights not established.
2024-ket-noi-cong-nghe-dien-dien-tu-12-sobee,"Công nghệ 12 - Công nghệ điện, điện tử",12,Công nghệ,"Công nghệ điện, điện tử",2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-cong-nghe-dien-dien-tu-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cn_d_12_c3a769a88c0d487c8d2b32ee47790998.jpg,https://shop.sobee.vn/products/sach-giao-khoa-cong-nghe-12-cong-nghe-dien-dien-tu-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-toan-12-sobee,Chuyên đề học tập Toán 12,12,Toán,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-toan-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_to_n_12_567b243858d04f37876411b72d1cd00c.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-toan-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Toán title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-ngu-van-12-sobee,Chuyên đề học tập Ngữ văn 12,12,Ngữ văn,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-ngu-van-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_nv_12_d08b6db2f28c40368830add5a450b9ad.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-ngu-van-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Ngữ văn title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-gd-kinh-te-phap-luat-12-sobee,Chuyên đề học tập Giáo dục kinh tế và pháp luật 12,12,Giáo dục kinh tế và pháp luật,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-gd-kinh-te-phap-luat-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_gdkt_12_f6878dfff20a45b8b190a2901a3dc810.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-giao-duc-kinh-te-va-phap-luat-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Giáo dục kinh tế và pháp luật title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-am-nhac-12-sobee,Chuyên đề học tập Âm nhạc 12,12,Âm nhạc,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-am-nhac-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd__n_12_b7d8930e7b264b1cb2a59023f3dc99ed.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-am-nhac-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Âm nhạc title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-dia-li-12-sobee,Chuyên đề học tập Địa lí 12,12,Địa lí,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-dia-li-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_d_a_12_9a5c4732c0f84f2ca2bd278cf34809f7.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-dia-li-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Địa lí title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-hoa-hoc-12-sobee,Chuyên đề học tập Hóa học 12,12,Hóa học,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-hoa-hoc-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_h_a_12_e1539e294ca34b49ae19642d938e9128.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-hoa-hoc-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Hóa học title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
2024-ket-noi-chuyen-de-lich-su-12-sobee,Chuyên đề học tập Lịch sử 12,12,Lịch sử,Chuyên đề học tập,2018 GDPT / 2024 Grade 12 curriculum,Kết nối tri thức với cuộc sống,2024,source-stated,images/2024-ket-noi-chuyen-de-lich-su-12-sobee.jpg,https://cdn.hstatic.net/products/200000981675/cd_s__12_b3f3f18fb6484449b24baff19e35189d.jpg,https://shop.sobee.vn/products/sach-giao-khoa-chuyen-de-hoc-tap-lich-su-12-ket-noi-tri-thuc-voi-cuoc-song,Sobee,"Sobee shop page identifies the Grade 12 Kết nối tri thức Chuyên đề học tập Lịch sử title, NXB Giáo dục Việt Nam, 2024 publication year, and direct full-size cover image.",Use as research reference; clear reuse rights not established.
